feature,importance
RDKit_157,0.004199211210689252
RDKit_245,0.004166887234271383
ECFP4_418,0.004115592007632541
RDKit_685,0.0041101274727554475
ECFP4_1968,0.004102385561919104
RDKit_985,0.004093296472784927
RDKit_219,0.004027035677303259
RDKit_1535,0.004003584588599092
RDKit_962,0.00396944464708917
ECFP4_448,0.00396824405492292
RDKit_1378,0.003967905948161154
RDKit_1855,0.003955066120189346
RDKit_1612,0.003885881883931142
RDKit_1003,0.0038783928752052295
RDKit_1143,0.0038552905810540733
RDKit_1626,0.0038248136126885204
RDKit_569,0.003815926368473918
RDKit_610,0.003812684422945609
ECFP4_675,0.003785358425195004
RDKit_275,0.0037641029838121854
RDKit_1057,0.003759037266342532
ECFP4_1616,0.0036468787686805026
RDKit_957,0.0036343711528300043
RDKit_1505,0.003620716430531033
RDKit_1206,0.00356687627631918
RDKit_1187,0.00355816328216139
RDKit_424,0.003554424426555847
RDKit_322,0.0035056021262243717
RDKit_1570,0.0034996342066659163
RDKit_876,0.003490955696412659
MACCS_37,0.003490711326614919
ECFP4_1415,0.0034796370789123023
RDKit_378,0.003472627032140319
RDKit_343,0.003464895393684084
RDKit_53,0.0034125586752656338
RDKit_1329,0.003391287780197334
RDKit_59,0.003385932943492073
RDKit_233,0.0033796461968638725
ECFP4_1961,0.0033527124524947586
RDKit_1473,0.0033314095806126673
RDKit_953,0.0033182548004731718
RDKit_452,0.003297853383939772
RDKit_187,0.0032430968131151264
ECFP4_34,0.0031857733036552488
RDKit_1321,0.0031558492092561698
RDKit_676,0.0031430501237729946
RDKit_1770,0.0030883162869608863
RDKit_1954,0.0030660211089091434
RDKit_920,0.003046294141159376
RDKit_2018,0.003030787752595663
RDKit_455,0.0030176600615516996
RDKit_1268,0.003010760609655673
RDKit_778,0.0029720095185110968
RDKit_812,0.0029690615484679827
RDKit_907,0.0029590730082008133
RDKit_2033,0.002950680446228068
RDKit_1470,0.002946241301264847
RDKit_958,0.0029458070844129635
ECFP4_892,0.0029213038512463855
ECFP4_1172,0.0029099073550584325
RDKit_318,0.0028959523737659837
RDKit_687,0.002888409760678947
RDKit_1686,0.0028696965136889747
RDKit_1684,0.0028463568045463705
RDKit_1272,0.0028449082290196805
RDKit_222,0.0028315591968297886
RDKit_702,0.002787804991102684
RDKit_1901,0.0027686743355175444
RDKit_358,0.0026911358533241564
RDKit_352,0.0026891054317790884
RDKit_1719,0.0026881960415981597
RDKit_78,0.0026815835857952157
MACCS_87,0.0026735885132354023
RDKit_750,0.002667831743523356
